向第三个中输入斯黛拉 {"command":"input_text","vindex":"三","text":"斯黛拉","mode":0}
帮我第二十八个点击 {"command":"click","vindex":"二十八","mode":0}
帮我向第三十二个尾部输入所有的一切都会迎刃而解 {"command":"input_text","vindex":"三十二","text":"所有的一切都会迎刃而解","mode":0}
帮我向第二十七个尾部输入你到底听不听我的呀 {"command":"input_text","vindex":"二十七","text":"你到底听不听我的呀","mode":0}
帮我向第十七个尾部输入该是说分手的时候了 {"command":"input_text","vindex":"十七","text":"该是说分手的时候了","mode":0}
向第三十五个尾部输入真的别急 {"command":"input_text","vindex":"三十五","text":"真的别急","mode":0}
第二十六个左滑 {"command":"swipe","vindex":"二十六","direction":"左"}
给我向第三十个中输入你就别问了 {"command":"input_text","vindex":"三十","text":"你就别问了","mode":0}
打开第五十个 {"command":"click","vindex":"五十","mode":0}
给我第三十一个往左 {"command":"swipe","vindex":"三十一","direction":"左"}
添加就算为我自己到第四十三个 {"command":"input_text","vindex":"四十三","text":"就算为我自己","mode":0}
帮我向第二十六个尾部添加您就放心吧 {"command":"input_text","vindex":"二十六","text":"您就放心吧","mode":0}
请添加挺好玩的到第十九个 {"command":"input_text","vindex":"十九","text":"挺好玩的","mode":0}
帮我把第二十四个向右滑 {"command":"swipe","vindex":"二十四","direction":"右"}
请添加都是以高价售出到第五十五个 {"command":"input_text","vindex":"五十五","text":"都是以高价售出","mode":0}
输入你现在换牙刷弄的我老分不清楚到第四十二个 {"command":"input_text","vindex":"四十二","text":"你现在换牙刷弄的我老分不清楚","mode":0}
给我看下第二十二个 {"command":"click","vindex":"二十二","mode":0}
帮我输入龟派是不是第一个弯那块过不去到第十九个 {"command":"input_text","vindex":"十九","text":"龟派是不是第一个弯那块过不去","mode":0}
向第七个中输入这些年钱没少赚 {"command":"input_text","vindex":"七","text":"这些年钱没少赚","mode":0}
帮我第五十六个往上 {"command":"swipe","vindex":"五十六","direction":"上"}
给我输入哪来的这是到第一个 {"command":"input_text","vindex":"一","text":"哪来的这是","mode":0}
请向上移动第三十二个 {"command":"swipe","vindex":"三十二","direction":"上"}
请上滑第十六个 {"command":"swipe","vindex":"十六","direction":"上"}
给我查看第二十三个 {"command":"click","vindex":"二十三","mode":0}
给我向第四个尾部输入不是 {"command":"input_text","vindex":"四","text":"不是","mode":0}
进入第四十九个 {"command":"click","vindex":"四十九","mode":0}
向第三个尾部输入你这是怎么了 {"command":"input_text","vindex":"三","text":"你这是怎么了","mode":0}
给我向上移动第六个 {"command":"swipe","vindex":"六","direction":"上"}
向第五十三个中输入行 {"command":"input_text","vindex":"五十三","text":"行","mode":0}
向第四十一个中输入没有 {"command":"input_text","vindex":"四十一","text":"没有","mode":0}
添加我一直慎重使用到第二十八个 {"command":"input_text","vindex":"二十八","text":"我一直慎重使用","mode":0}
看下第三十个 {"command":"click","vindex":"三十","mode":0}
帮我查看第十八个 {"command":"click","vindex":"十八","mode":0}
第二十八个往下 {"command":"swipe","vindex":"二十八","direction":"下"}
向第二十五个尾部添加我主要是咨询一下中医的治疗方法 {"command":"input_text","vindex":"二十五","text":"我主要是咨询一下中医的治疗方法","mode":0}
向第五十六个中输入正常工作如果不太累的话应该没问题 {"command":"input_text","vindex":"五十六","text":"正常工作如果不太累的话应该没问题","mode":0}
向第二十一个中输入我跟你说这些不是要把你推到newface {"command":"input_text","vindex":"二十一","text":"我跟你说这些不是要把你推到newface","mode":0}
向第十三个尾部输入关于两家公司合作以后啊 {"command":"input_text","vindex":"十三","text":"关于两家公司合作以后啊","mode":0}
向第五十九个中输入你一个大男人你想这些婆婆妈妈的事情干什么 {"command":"input_text","vindex":"五十九","text":"你一个大男人你想这些婆婆妈妈的事情干什么","mode":0}
向第十六个尾部添加把我当成开滴滴快车 {"command":"input_text","vindex":"十六","text":"把我当成开滴滴快车","mode":0}
请向第四十四个尾部输入怎么了 {"command":"input_text","vindex":"四十四","text":"怎么了","mode":0}
请向第一个尾部添加那个小梦阿姨怎么就这么好 {"command":"input_text","vindex":"一","text":"那个小梦阿姨怎么就这么好","mode":0}
帮我向上移动第四十七个 {"command":"swipe","vindex":"四十七","direction":"上"}
请添加我才不会了到第三十五个 {"command":"input_text","vindex":"三十五","text":"我才不会了","mode":0}
向第二十五个尾部输入然后又跟我们电话沟通 {"command":"input_text","vindex":"二十五","text":"然后又跟我们电话沟通","mode":0}
给我第十六个往上 {"command":"swipe","vindex":"十六","direction":"上"}
请向下移动第四十九个 {"command":"swipe","vindex":"四十九","direction":"下"}
打开第十四个 {"command":"click","vindex":"十四","mode":0}
请向左移动第十二个 {"command":"swipe","vindex":"十二","direction":"左"}
第五十个往上 {"command":"swipe","vindex":"五十","direction":"上"}
给我上滑第四十二个 {"command":"swipe","vindex":"四十二","direction":"上"}
帮我向第四十八个尾部输入汪嬷嬷马上来检查了 {"command":"input_text","vindex":"四十八","text":"汪嬷嬷马上来检查了","mode":0}
帮我向第十四个尾部添加爸妈要不你俩离婚 {"command":"input_text","vindex":"十四","text":"爸妈要不你俩离婚","mode":0}
给我向第二十八个尾部输入所以适当的保守一点 {"command":"input_text","vindex":"二十八","text":"所以适当的保守一点","mode":0}
给我把第三十二个向左滑 {"command":"swipe","vindex":"三十二","direction":"左"}
第十五个往左 {"command":"swipe","vindex":"十五","direction":"左"}
给我向第三十九个中输入我答应你 {"command":"input_text","vindex":"三十九","text":"我答应你","mode":0}
向右移动第四个 {"command":"swipe","vindex":"四","direction":"右"}
向第三十二个尾部添加我们分手是我们之间出现了问题和第三者没有 {"command":"input_text","vindex":"三十二","text":"我们分手是我们之间出现了问题和第三者没有","mode":0}
向下移动第二十八个 {"command":"swipe","vindex":"二十八","direction":"下"}
请添加所以魏太才认定你是小三到第十一个 {"command":"input_text","vindex":"十一","text":"所以魏太才认定你是小三","mode":0}
添加对了，爸到第十二个 {"command":"input_text","vindex":"十二","text":"对了，爸","mode":0}
帮我向第十九个中输入你是说罗槟 {"command":"input_text","vindex":"十九","text":"你是说罗槟","mode":0}
给我输入是准备长租的到第十五个 {"command":"input_text","vindex":"十五","text":"是准备长租的","mode":0}
请查看第五十八个 {"command":"click","vindex":"五十八","mode":0}
帮我向第三十一个中输入你跟大伙说一声 {"command":"input_text","vindex":"三十一","text":"你跟大伙说一声","mode":0}
向第十个中输入但是我人缘好我可以搞定 {"command":"input_text","vindex":"十","text":"但是我人缘好我可以搞定","mode":0}
把第三十六个向下滑 {"command":"swipe","vindex":"三十六","direction":"下"}
给我向第四十三个尾部添加全都会返还给我们 {"command":"input_text","vindex":"四十三","text":"全都会返还给我们","mode":0}
帮我点击第四十个 {"command":"click","vindex":"四十","mode":0}
给我向第十六个尾部添加好好养着走了 {"command":"input_text","vindex":"十六","text":"好好养着走了","mode":0}
下滑第四十个 {"command":"swipe","vindex":"四十","direction":"下"}
请添加替补吗到第十八个 {"command":"input_text","vindex":"十八","text":"替补吗","mode":0}
向上滑动第二十九个 {"command":"swipe","vindex":"二十九","direction":"上"}
添加你吃你的草到第二十五个 {"command":"input_text","vindex":"二十五","text":"你吃你的草","mode":0}
帮我左滑第二十七个 {"command":"swipe","vindex":"二十七","direction":"左"}
向第四十二个中输入放心 {"command":"input_text","vindex":"四十二","text":"放心","mode":0}
帮我向第五个中输入所以我有什么事就会躲到这里来 {"command":"input_text","vindex":"五","text":"所以我有什么事就会躲到这里来","mode":0}
向第二十一个尾部输入怎么回复呢 {"command":"input_text","vindex":"二十一","text":"怎么回复呢","mode":0}
第四十三个左滑 {"command":"swipe","vindex":"四十三","direction":"左"}
帮我输入他让我回来跟光耀好好过日子到第五十四个 {"command":"input_text","vindex":"五十四","text":"他让我回来跟光耀好好过日子","mode":0}
给我向第三个尾部添加行 {"command":"input_text","vindex":"三","text":"行","mode":0}
给我向第四十六个尾部输入你再怎么恨对方 {"command":"input_text","vindex":"四十六","text":"你再怎么恨对方","mode":0}
请向第三十一个尾部输入我现在的情况你也看到了 {"command":"input_text","vindex":"三十一","text":"我现在的情况你也看到了","mode":0}
请输入在上海有几个咱们高中的一些校友到第三十三个 {"command":"input_text","vindex":"三十三","text":"在上海有几个咱们高中的一些校友","mode":0}
请看下第十三个 {"command":"click","vindex":"十三","mode":0}
请进入第五十个 {"command":"click","vindex":"五十","mode":0}
给我查看第六个 {"command":"click","vindex":"六","mode":0}
按一下第四个 {"command":"click","vindex":"四","mode":0}
帮我向第五十五个尾部添加你说这些我都明白 {"command":"input_text","vindex":"五十五","text":"你说这些我都明白","mode":0}
给我向第十个尾部添加你好壮 {"command":"input_text","vindex":"十","text":"你好壮","mode":0}
请第十九个上滑 {"command":"swipe","vindex":"十九","direction":"上"}
向第十五个中输入您不是这样的人 {"command":"input_text","vindex":"十五","text":"您不是这样的人","mode":0}
请第十五个点击 {"command":"click","vindex":"十五","mode":0}
添加你总不能看着我流落街头到第六个 {"command":"input_text","vindex":"六","text":"你总不能看着我流落街头","mode":0}
向第一个尾部输入但是不认识他 {"command":"input_text","vindex":"一","text":"但是不认识他","mode":0}
向第二个尾部输入让他回家来给你生孩子 {"command":"input_text","vindex":"二","text":"让他回家来给你生孩子","mode":0}
向左移动第三十二个 {"command":"swipe","vindex":"三十二","direction":"左"}
给我向第三十五个尾部添加他就失去了员工的心 {"command":"input_text","vindex":"三十五","text":"他就失去了员工的心","mode":0}
